 Coleta de lixo - Brasil
Moradores por Município
Período:2010
"Município";"Moradores"
"431310 NOVA PALMA";6323
"431320 NOVA PETROPOLIS";18842
"431330 NOVA PRATA";22615
"431333 NOVA RAMADA";2436
"431335 NOVA ROMA DO SUL";3321
"431337 NOVA SANTA RITA";22673
"431339 NOVO CABRAIS";3834
"431340 NOVO HAMBURGO";237538
"431342 NOVO MACHADO";3917
"431344 NOVO TIRADENTES";2275
"431346 NOVO XINGU";1755
"431349 NOVO BARREIRO";3973
"431350 OSORIO";40119
"431360 PAIM FILHO";4230
"431365 PALMARES DO SUL";10911
"431370 PALMEIRA DAS MISSOES";33908
"431380 PALMITINHO";6913
"431390 PANAMBI";37795
"431395 PANTANO GRANDE";9865
"431400 PARAI";6787
"431402 PARAISO DO SUL";7320
"431403 PARECI NOVO";3503
"431405 PAROBE";51269
"431406 PASSA SETE";5147
"431407 PASSO DO SOBRADO";5975
"431410 PASSO FUNDO";183172
"431413 PAULO BENTO";2190
"431415 PAVERAMA";8018
"431417 PEDRAS ALTAS";2197
"431420 PEDRO OSORIO";7756
"431430 PEJUCARA";3955
"431440 PELOTAS";326528
"431442 PICADA CAFE";5151
"431445 PINHAL";2509
"431446 PINHAL DA SERRA";2129
"431447 PINHAL GRANDE";4447
"431449 PINHEIRINHO DO VALE";4466
"431450 PINHEIRO MACHADO";12708
"431455 PIRAPO";2744
"431460 PIRATINI";19776
"431470 PLANALTO";10468
"431475 POCO DAS ANTAS";2017
"431477 PONTAO";3841
"431478 PONTE PRETA";1747
"431480 PORTAO";30698
"431490 PORTO ALEGRE";1394176
"431500 PORTO LUCENA";5372
"431505 PORTO MAUA";2523
"431507 PORTO VERA CRUZ";1834
"431510 PORTO XAVIER";10520
"431513 POUSO NOVO";1861
"431514 PRESIDENTE LUCENA";2476
"431515 PROGRESSO";6151
"431517 PROTASIO ALVES";1997
"431520 PUTINGA";4131
"431530 QUARAI";22869
"431531 QUATRO IRMAOS";1774
"431532 QUEVEDOS";2697
"431535 QUINZE DE NOVEMBRO";3643
"431540 REDENTORA";10211
"431545 RELVADO";2147
"431550 RESTINGA SECA";15750
"431555 RIO DOS INDIOS";3584
"431560 RIO GRANDE";195637
"431570 RIO PARDO";37337
"431575 RIOZINHO";4310
"431580 ROCA SALES";10229
"431590 RODEIO BONITO";5723
"431595 ROLADOR";2539
"431600 ROLANTE";19426
"431610 RONDA ALTA";10127
"431620 RONDINHA";5503
"431630 ROQUE GONZALES";7150
"431640 ROSARIO DO SUL";39431
"431642 SAGRADA FAMILIA";2586
"431643 SALDANHA MARINHO";2856
"431645 SALTO DO JACUI";11750
"431647 SALVADOR DAS MISSOES";2656
"431650 SALVADOR DO SUL";6652
"431660 SANANDUVA";15334
"431670 SANTA BARBARA DO SUL";8809
"431673 SANTA CECILIA DO SUL";1652
"431675 SANTA CLARA DO SUL";5636
"431680 SANTA CRUZ DO SUL";117178
"431690 SANTA MARIA";258736
"431695 SANTA MARIA DO HERVAL";6045
"431697 SANTA MARGARIDA DO SUL";2174
"431700 SANTANA DA BOA VISTA";8221
"431710 SANT'ANA DO LIVRAMENTO";82008
"431720 SANTA ROSA";67983
"431725 SANTA TEREZA";1713
"431730 SANTA VITORIA DO PALMAR";30778
"431740 SANTIAGO";48671
"431750 SANTO ANGELO";75625
"431755 SANTO ANTONIO DO PALMA";2137
"431760 SANTO ANTONIO DA PATRULHA";39486
"431770 SANTO ANTONIO DAS MISSOES";11141
"431775 SANTO ANTONIO DO PLANALTO";1987
"431780 SANTO AUGUSTO";13955
"431790 SANTO CRISTO";14277
"431795 SANTO EXPEDITO DO SUL";2459
"431800 SAO BORJA";61235
"431805 SAO DOMINGOS DO SUL";2914
"431810 SAO FRANCISCO DE ASSIS";19152
"431820 SAO FRANCISCO DE PAULA";20173
"431830 SAO GABRIEL";59507
"431840 SAO JERONIMO";21901
"431842 SAO JOAO DA URTIGA";4721
"431843 SAO JOAO DO POLESINE";2588
"431844 SAO JORGE";2769
"431845 SAO JOSE DAS MISSOES";2717
"431846 SAO JOSE DO HERVAL";2194
"431848 SAO JOSE DO HORTENCIO";4093
"431849 SAO JOSE DO INHACORA";2185
"431850 SAO JOSE DO NORTE";25427
"431860 SAO JOSE DO OURO";6889
"431861 SAO JOSE DO SUL";2079
"431862 SAO JOSE DOS AUSENTES";3269
"431870 SAO LEOPOLDO";213102
"431880 SAO LOURENCO DO SUL";42906
"431890 SAO LUIZ GONZAGA";34174
"431900 SAO MARCOS";20031
"431910 SAO MARTINHO";5725
"431912 SAO MARTINHO DA SERRA";3195
"431915 SAO MIGUEL DAS MISSOES";7411
"431920 SAO NICOLAU";5700
"431930 SAO PAULO DAS MISSOES";6287
"431935 SAO PEDRO DA SERRA";3297
"431936 SAO PEDRO DAS MISSOES";1882
"431937 SAO PEDRO DO BUTIA";2867
"431940 SAO PEDRO DO SUL";16293
"431950 SAO SEBASTIAO DO CAI";21825
"431960 SAO SEPE";23611
"431970 SAO VALENTIM";3624
"431971 SAO VALENTIM DO SUL";2163
"431973 SAO VALERIO DO SUL";2643
"431975 SAO VENDELINO";1943
"431980 SAO VICENTE DO SUL";8368
"431990 SAPIRANGA";74795
"432000 SAPUCAIA DO SUL";130597
"432010 SARANDI";21090
"432020 SEBERI";10826
"432023 SEDE NOVA";2995
"432026 SEGREDO";7121
"432030 SELBACH";4907
"432032 SENADOR SALGADO FILHO";2810
"432035 SENTINELA DO SUL";5173
"432040 SERAFINA CORREA";14221
"432045 SERIO";2276
"432050 SERTAO";6285
"432055 SERTAO SANTANA";5816
"432057 SETE DE SETEMBRO";2120
"432060 SEVERIANO DE ALMEIDA";3821
"432065 SILVEIRA MARTINS";2435
"432067 SINIMBU";10024
"432070 SOBRADINHO";14085
"432080 SOLEDADE";29720
"432085 TABAI";4118
"432090 TAPEJARA";19206
"432100 TAPERA";10385
"432110 TAPES";16575
"432120 TAQUARA";54120
"432130 TAQUARI";25879
"432132 TAQUARUCU DO SUL";2956
"432135 TAVARES";5343
"432140 TENENTE PORTELA";13675
"432143 TERRA DE AREIA";9841
"432145 TEUTONIA";27144
"432146 TIO HUGO";2723
"432147 TIRADENTES DO SUL";6443
"432149 TOROPI";2941
"432150 TORRES";34438
"432160 TRAMANDAI";41354
"432162 TRAVESSEIRO";2314
"432163 TRES ARROIOS";2848
"432166 TRES CACHOEIRAS";10184
"432170 TRES COROAS";23666
"432180 TRES DE MAIO";23577
"432183 TRES FORQUILHAS";2903
"432185 TRES PALMEIRAS";4373
"432190 TRES PASSOS";23545
"432195 TRINDADE DO SUL";5750
"432200 TRIUNFO";25694
"432210 TUCUNDUVA";5873
"432215 TUNAS";4377
"432218 TUPANCI DO SUL";1560
"432220 TUPANCIRETA";22161
"432225 TUPANDI";3921
"432230 TUPARENDI";8519
"432232 TURUCU";3503
"432234 UBIRETAMA";2293
"432235 UNIAO DA SERRA";1487
"432237 UNISTALDA";2447
"432240 URUGUAIANA";124241
"432250 VACARIA";60797
"432252 VALE VERDE";3249
"432253 VALE DO SOL";11045
"432254 VALE REAL";5103
"432255 VANINI";1980
"432260 VENANCIO AIRES";65503
"432270 VERA CRUZ";23915
"432280 VERANOPOLIS";22705
"432285 VESPASIANO CORREA";1966
"432290 VIADUTOS";5291
"432300 VIAMAO";237792
"432310 VICENTE DUTRA";5250
"432320 VICTOR GRAEFF";2978
"432330 VILA FLORES";3199
"432335 VILA LANGARO";2143
"432340 VILA MARIA";4210
"432345 VILA NOVA DO SUL";4217
"432350 VISTA ALEGRE";2829
"432360 VISTA ALEGRE DO PRATA";1538
"432370 VISTA GAUCHA";2755
"432375 VITORIA DAS MISSOES";3447
"432377 WESTFALIA";2790
"432380 XANGRI-LA";12389
"500020 AGUA CLARA";14271
"500025 ALCINOPOLIS";4558
"500060 AMAMBAI";34336
"500070 ANASTACIO";23681
"500080 ANAURILANDIA";8472
"500085 ANGELICA";9037
"500090 ANTONIO JOAO";8186
"500100 APARECIDA DO TABOADO";22219
"500110 AQUIDAUANA";45184
"500124 ARAL MOREIRA";10175
"500150 BANDEIRANTES";6573
"500190 BATAGUASSU";19671
"500200 BATAYPORA";10878
"500210 BELA VISTA";22943
"500215 BODOQUENA";7952
"500220 BONITO";19326
"500230 BRASILANDIA";11746
"500240 CAARAPO";25632
"500260 CAMAPUA";13519
"500270 CAMPO GRANDE";779224
"500280 CARACOL";5375
"500290 CASSILANDIA";20742
"500295 CHAPADAO DO SUL";19500
"500310 CORGUINHO";4753
"500315 CORONEL SAPUCAIA";13971
"500320 CORUMBA";102456
"500325 COSTA RICA";19474
"500330 COXIM";31987
"500345 DEODAPOLIS";12118
"500348 DOIS IRMAOS DO BURITI";9844
"500350 DOURADINA";5337
"500370 DOURADOS";194068
"500375 ELDORADO";11569
"500380 FATIMA DO SUL";18959
"500390 FIGUEIRAO";2907
"500400 GLORIA DE DOURADOS";9878
"500410 GUIA LOPES DA LAGUNA";10275
"500430 IGUATEMI";14754
"500440 INOCENCIA";7607
"500450 ITAPORA";20842
"500460 ITAQUIRAI";15113
"500470 IVINHEMA";22149
"500480 JAPORA";7673
"500490 JARAGUARI";5952
"500500 JARDIM";24111
"500510 JATEI";3972
"500515 JUTI";5878
"500520 LADARIO";19552
"500525 LAGUNA CARAPA";6409
"500540 MARACAJU";37006
"500560 MIRANDA";25441
"500568 MUNDO NOVO";16944
"500570 NAVIRAI";46002
"500580 NIOAQUE";14296
"500600 NOVA ALVORADA DO SUL";16120
"500620 NOVA ANDRADINA";45061
"500625 NOVO HORIZONTE DO SUL";4938
"500630 PARANAIBA";39889
"500635 PARANHOS";12145
"500640 PEDRO GOMES";7878
"500660 PONTA PORA";77305
"500690 PORTO MURTINHO";15214
"500710 RIBAS DO RIO PARDO";20481
"500720 RIO BRILHANTE";30320
"500730 RIO NEGRO";5018
"500740 RIO VERDE DE MATO GROSSO";18717
"500750 ROCHEDO";4899
"500755 SANTA RITA DO PARDO";7216
"500769 SAO GABRIEL DO OESTE";21968
"500770 SETE QUEDAS";10705
"500780 SELVIRIA";6228
"500790 SIDROLANDIA";41927
"500793 SONORA";14728
"500795 TACURU";10115
"500797 TAQUARUSSU";3503
"500800 TERENOS";16550
"500830 TRES LAGOAS";101227
"500840 VICENTINA";5872
"510010 ACORIZAL";5513
"510020 AGUA BOA";20341
"510025 ALTA FLORESTA";48855
"510030 ALTO ARAGUAIA";15462
"510035 ALTO BOA VISTA";5209
"510040 ALTO GARCAS";10202
"510050 ALTO PARAGUAI";10047
"510060 ALTO TAQUARI";7946
"510080 APIACAS";8236
"510100 ARAGUAIANA";3187
"510120 ARAGUAINHA";1096
"510125 ARAPUTANGA";15266
"510130 ARENAPOLIS";10228
"510140 ARIPUANA";18403
"510160 BARAO DE MELGACO";7564
"510170 BARRA DO BUGRES";31515
"510180 BARRA DO GARCAS";56432
"510185 BOM JESUS DO ARAGUAIA";4995
"510190 BRASNORTE";15069
"510250 CACERES";87457
"510260 CAMPINAPOLIS";14291
"510263 CAMPO NOVO DO PARECIS";27196
"510267 CAMPO VERDE";30852
"510268 CAMPOS DE JULIO";5117
"510269 CANABRAVA DO NORTE";4759
"510270 CANARANA";18514
"510279 CARLINDA";10952
"510285 CASTANHEIRA";8139
"510300 CHAPADA DOS GUIMARAES";17708
"510305 CLAUDIA";10977
"510310 COCALINHO";5289
"510320 COLIDER";30583
"510325 COLNIZA";25913
"510330 COMODORO";17975
"510335 CONFRESA";25056
"510336 CONQUISTA D'OESTE";3373
"510337 COTRIGUACU";14955
"510340 CUIABA";546900
"510343 CURVELANDIA";4856
"510345 DENISE";8517
"510350 DIAMANTINO";20153
"510360 DOM AQUINO";7994
"510370 FELIZ NATAL";10877
"510380 FIGUEIROPOLIS D'OESTE";3747
"510385 GAUCHA DO NORTE";6217
"510390 GENERAL CARNEIRO";4992
"510395 GLORIA D'OESTE";3129
"510410 GUARANTA DO NORTE";32016
"510420 GUIRATINGA";13776
"510450 INDIAVAI";2388
"510452 IPIRANGA DO NORTE";5070
"510454 ITANHANGA";5233
"510455 ITAUBA";4543
"510460 ITIQUIRA";11238
"510480 JACIARA";25459
"510490 JANGADA";7497
"510500 JAURU";10403
"510510 JUARA";32538
"510515 JUINA";38957
"510517 JURUENA";11160
"510520 JUSCIMEIRA";11321
"510523 LAMBARI D'OESTE";5414
"510525 LUCAS DO RIO VERDE";45326
"510530 LUCIARA";2211
"510550 VILA BELA DA SANTISSIMA TRINDADE";14308
"510558 MARCELANDIA";11944
"510560 MATUPA";14102
"510562 MIRASSOL D'OESTE";25045
"510590 NOBRES";14844
"510600 NORTELANDIA";6402
"510610 NOSSA SENHORA DO LIVRAMENTO";11572
"510615 NOVA BANDEIRANTES";11626
"510617 NOVA NAZARE";3027
"510618 NOVA LACERDA";5370
"510619 NOVA SANTA HELENA";3453
"510620 NOVA BRASILANDIA";4560
"510621 NOVA CANAA DO NORTE";12071
"510622 NOVA MUTUM";31107
"510623 NOVA OLIMPIA";17301
"510624 NOVA UBIRATA";8753
"510625 NOVA XAVANTINA";19533
"510626 NOVO MUNDO";7278
"510627 NOVO HORIZONTE DO NORTE";3741
"510628 NOVO SAO JOAQUIM";6008
"510629 PARANAITA";10560
"510630 PARANATINGA";19135
"510631 NOVO SANTO ANTONIO";1986
"510637 PEDRA PRETA";15589
"510642 PEIXOTO DE AZEVEDO";30531
"510645 PLANALTO DA SERRA";2718
"510650 POCONE";31582
"510665 PONTAL DO ARAGUAIA";5353
"510670 PONTE BRANCA";1761
"510675 PONTES E LACERDA";41167
"510677 PORTO ALEGRE DO NORTE";10656
"510680 PORTO DOS GAUCHOS";5415
"510682 PORTO ESPERIDIAO";11023
"510685 PORTO ESTRELA";3646
"510700 POXOREO";17443
"510704 PRIMAVERA DO LESTE";51658
"510706 QUERENCIA";12881
"510710 SAO JOSE DOS QUATRO MARCOS";18934
"510715 RESERVA DO CABACAL";2551
"510718 RIBEIRAO CASCALHEIRA";8793
"510719 RIBEIRAOZINHO";2197
"510720 RIO BRANCO";5044
"510724 SANTA CARMEM";4065
"510726 SANTO AFONSO";2984
"510729 SAO JOSE DO POVO";3585
"510730 SAO JOSE DO RIO CLARO";16537
"510735 SAO JOSE DO XINGU";5093
"510740 SAO PEDRO DA CIPA";4136
"510757 RONDOLANDIA";3582
"510760 RONDONOPOLIS";193356
"510770 ROSARIO OESTE";17517
"510774 SANTA CRUZ DO XINGU";1889
"510775 SALTO DO CEU";3886
"510776 SANTA RITA DO TRIVELATO";2354
"510777 SANTA TEREZINHA";7369
"510779 SANTO ANTONIO DO LESTE";3665
"510780 SANTO ANTONIO DO LEVERGER";18177
"510785 SAO FELIX DO ARAGUAIA";10572
"510787 SAPEZAL";17676
"510788 SERRA NOVA DOURADA";1362
"510790 SINOP";112095
"510792 SORRISO";66107
"510794 TABAPORA";9837
"510795 TANGARA DA SERRA";82810
"510800 TAPURAH";9533
"510805 TERRA NOVA DO NORTE";11254
"510810 TESOURO";3369
"510820 TORIXOREU";4067
"510830 UNIAO DO SUL";3707
"510835 VALE DE SAO DOMINGOS";3046
"510840 VARZEA GRANDE";251913
"510850 VERA";10186
"510860 VILA RICA";21168
"510880 NOVA GUARITA";4870
"510885 NOVA MARILANDIA";2940
"510890 NOVA MARINGA";6438
"510895 NOVA MONTE VERDE";8000
"520005 ABADIA DE GOIAS";6853
"520010 ABADIANIA";15176
"520013 ACREUNA";19982
"520015 ADELANDIA";2460
"520017 AGUA FRIA DE GOIAS";4982
"520020 AGUA LIMPA";2007
"520025 AGUAS LINDAS DE GOIAS";158918
"520030 ALEXANIA";23678
"520050 ALOANDIA";2046
"520055 ALTO HORIZONTE";4498
"520060 ALTO PARAISO DE GOIAS";6785
"520080 ALVORADA DO NORTE";8046
"520082 AMARALINA";3429
"520085 AMERICANO DO BRASIL";5488
"520090 AMORINOPOLIS";3527
"520110 ANAPOLIS";333060
"520120 ANHANGUERA";1010
"520130 ANICUNS";20069
"520140 APARECIDA DE GOIANIA";452569
"520145 APARECIDA DO RIO DOCE";2417
"520150 APORE";3767
"520160 ARACU";3793
"520170 ARAGARCAS";17897
"520180 ARAGOIANIA";8350
"520215 ARAGUAPAZ";7452
"520235 ARENOPOLIS";3267
"520250 ARUANA";7443
"520260 AURILANDIA";3615
"520280 AVELINOPOLIS";2433
"520310 BALIZA";3706
"520320 BARRO ALTO";8610
"520330 BELA VISTA DE GOIAS";24331
"520340 BOM JARDIM DE GOIAS";8294
"520350 BOM JESUS DE GOIAS";20528
"520355 BONFINOPOLIS";7500
"520357 BONOPOLIS";3109
"520360 BRAZABRANTES";3220
"520380 BRITANIA";5477
"520390 BURITI ALEGRE";8949
"520393 BURITI DE GOIAS";2555
"520396 BURITINOPOLIS";3308
"520400 CABECEIRAS";7324
"520410 CACHOEIRA ALTA";10309
"520420 CACHOEIRA DE GOIAS";1417
"520425 CACHOEIRA DOURADA";8245
"520430 CACU";12992
"520440 CAIAPONIA";16420
"520450 CALDAS NOVAS";69849
"520455 CALDAZINHA";3315
"520460 CAMPESTRE DE GOIAS";3379
"520465 CAMPINACU";3645
"520470 CAMPINORTE";10993
"520480 CAMPO ALEGRE DE GOIAS";6006
"520485 CAMPO LIMPO DE GOIAS";6235
"520490 CAMPOS BELOS";18329
"520495 CAMPOS VERDES";4983
"520500 CARMO DO RIO VERDE";8861
"520505 CASTELANDIA";3609
"520510 CATALAO";86127
"520520 CATURAI";4680
"520530 CAVALCANTE";9336
"520540 CERES";20639
"520545 CEZARINA";7501
"520547 CHAPADAO DO CEU";6988
"520549 CIDADE OCIDENTAL";55780
"520551 COCALZINHO DE GOIAS";17135
"520552 COLINAS DO SUL";3396
"520570 CORREGO DO OURO";2621
"520580 CORUMBA DE GOIAS";10152
"520590 CORUMBAIBA";8084
"520620 CRISTALINA";45671
"520630 CRISTIANOPOLIS";2918
"520640 CRIXAS";15576
"520650 CROMINIA";3542
"520660 CUMARI";2933
"520670 DAMIANOPOLIS";3242
"520680 DAMOLANDIA";2743
"520690 DAVINOPOLIS";2043
"520710 DIORAMA";2470
"520725 DOVERLANDIA";7609
"520735 EDEALINA";3720
"520740 EDEIA";11181
"520750 ESTRELA DO NORTE";3288
"520753 FAINA";6856
"520760 FAZENDA NOVA";6220
"520780 FIRMINOPOLIS";11525
"520790 FLORES DE GOIAS";10667
"520800 FORMOSA";99056
"520810 FORMOSO";4848
"520815 GAMELEIRA DE GOIAS";3268
"520830 DIVINOPOLIS DE GOIAS";4960
"520840 GOIANAPOLIS";10628
"520850 GOIANDIRA";5199
"520860 GOIANESIA";59123
"520870 GOIANIA";1296190
"520880 GOIANIRA";33866
"520890 GOIAS";24517
"520910 GOIATUBA";32253
"520915 GOUVELANDIA";4933
"520920 GUAPO";13892
"520929 GUARAITA";2376
"520940 GUARANI DE GOIAS";4219
"520945 GUARINOS";2275
"520960 HEITORAI";3562
"520970 HIDROLANDIA";17266
"520980 HIDROLINA";4022
"520990 IACIARA";12356
"520993 INACIOLANDIA";5693
"520995 INDIARA";13634
"521000 INHUMAS";47708
"521010 IPAMERI";24498
"521015 IPIRANGA DE GOIAS";2827
"521020 IPORA";30971
"521030 ISRAELANDIA";2867
"521040 ITABERAI";35122
"521056 ITAGUARI";4507
"521060 ITAGUARU";5411
"521080 ITAJA";4998
"521090 ITAPACI";18352
"521100 ITAPIRAPUA";7802
"521120 ITAPURANGA";25974
"521130 ITARUMA";6195
"521140 ITAUCU";8560
"521150 ITUMBIARA";92284
"521160 IVOLANDIA";2654
"521170 JANDAIA";6149
"521180 JARAGUA";41691
"521190 JATAI";87115
"521200 JAUPACI";2943
"521205 JESUPOLIS";2285
"521210 JOVIANIA";7068
"521220 JUSSARA";18977
"521225 LAGOA SANTA";1241
"521230 LEOPOLDO DE BULHOES";7858
"521250 LUZIANIA";173334
"521260 MAIRIPOTABA";2347
"521270 MAMBAI";6822
"521280 MARA ROSA";10612
"521290 MARZAGAO";2065
"521295 MATRINCHA";4352
"521300 MAURILANDIA";11389
"521305 MIMOSO DE GOIAS";2675
"521308 MINACU";30852
"521310 MINEIROS";52489
"521340 MOIPORA";1748
"521350 MONTE ALEGRE DE GOIAS";7699
"521370 MONTES CLAROS DE GOIAS";7938
"521375 MONTIVIDIU";10474
"521377 MONTIVIDIU DO NORTE";3966
"521380 MORRINHOS";41178
"521385 MORRO AGUDO DE GOIAS";2348
"521390 MOSSAMEDES";5001
"521400 MOZARLANDIA";13310
"521405 MUNDO NOVO";6400
"521410 MUTUNOPOLIS";3846
"521440 NAZARIO";7836
"521450 NEROPOLIS";24115
"521460 NIQUELANDIA";41791
"521470 NOVA AMERICA";2249
"521480 NOVA AURORA";2052
"521483 NOVA CRIXAS";11841
"521486 NOVA GLORIA";8470
"521487 NOVA IGUACU DE GOIAS";2820
"521490 NOVA ROMA";3459
"521500 NOVA VENEZA";8074
"521520 NOVO BRASIL";3500
"521523 NOVO GAMA";94892
"521525 NOVO PLANALTO";3937
"521530 ORIZONA";14248
"521540 OURO VERDE DE GOIAS";4029
"521550 OUVIDOR";5448
"521560 PADRE BERNARDO";27386
"521565 PALESTINA DE GOIAS";3303
"521570 PALMEIRAS DE GOIAS";23222
"521580 PALMELO";2277
"521590 PALMINOPOLIS";3535
"521600 PANAMA";2646
"521630 PARANAIGUARA";8996
"521640 PARAUNA";10701
"521645 PEROLANDIA";2922
"521680 PETROLINA DE GOIAS";10153
"521690 PILAR DE GOIAS";2725
"521710 PIRACANJUBA";23841
"521720 PIRANHAS";11099
"521730 PIRENOPOLIS";22792
"521740 PIRES DO RIO";28617
"521760 PLANALTINA";81282
"521770 PONTALINA";17019
"521800 PORANGATU";42168
"521805 PORTEIRAO";3312
"521810 PORTELANDIA";3832
"521830 POSSE";31222
"521839 PROFESSOR JAMIL";3227
"521850 QUIRINOPOLIS";42804
"521860 RIALMA";10442
"521870 RIANAPOLIS";4546
"521878 RIO QUENTE";3258
"521880 RIO VERDE";175477
"521890 RUBIATABA";18750
"521900 SANCLERLANDIA";7503
"521910 SANTA BARBARA DE GOIAS";5747
"521920 SANTA CRUZ DE GOIAS";3133
"521925 SANTA FE DE GOIAS";4731
"521930 SANTA HELENA DE GOIAS";36267
"521935 SANTA ISABEL";3677
"521940 SANTA RITA DO ARAGUAIA";6884
"521945 SANTA RITA DO NOVO DESTINO";3127
"521950 SANTA ROSA DE GOIAS";2890
"521960 SANTA TEREZA DE GOIAS";3977
"521970 SANTA TEREZINHA DE GOIAS";10205
"521971 SANTO ANTONIO DA BARRA";4414
"521973 SANTO ANTONIO DE GOIAS";4686
"521975 SANTO ANTONIO DO DESCOBERTO";63041
"521980 SAO DOMINGOS";11136
"521990 SAO FRANCISCO DE GOIAS";6083
"522000 SAO JOAO D'ALIANCA";10117
"522005 SAO JOAO DA PARAUNA";1687
"522010 SAO LUIS DE MONTES BELOS";29806
"522015 SAO LUIZ DO NORTE";4605
"522020 SAO MIGUEL DO ARAGUAIA";22093
"522026 SAO MIGUEL DO PASSA QUATRO";3707
"522028 SAO PATRICIO";1989
"522040 SAO SIMAO";16853
"522045 SENADOR CANEDO";84251
"522050 SERRANOPOLIS";7396
"522060 SILVANIA";18920
"522068 SIMOLANDIA";6459
"522070 SITIO D'ABADIA";2794
"522100 TAQUARAL DE GOIAS";3514
"522108 TERESINA DE GOIAS";2973
"522119 TEREZOPOLIS DE GOIAS";6511
"522130 TRES RANCHOS";2809
"522140 TRINDADE";103623
"522145 TROMBAS";3423
"522150 TURVANIA";4809
"522155 TURVELANDIA";4383
"522157 UIRAPURU";2916
"522160 URUACU";36615
"522170 URUANA";13763
"522180 URUTAI";3059
"522185 VALPARAISO DE GOIAS";132608
"522190 VARJAO";3447
"522200 VIANOPOLIS";12476
"522205 VICENTINOPOLIS";7279
"522220 VILA BOA";4700
"522230 VILA PROPICIO";4784
"530010 BRASILIA";2543040
"Total";189461396
 Fonte: IBGE - Censos Demográficos de 1991, 2000 e 2010
